team_abbr,position,player_name,number,formation,status,height,weight,college,experience,age,birth_date,entry_year,draft_pick,completions_season,attempts_season,passing_yards_season,passing_tds_season,interceptions_season,carries_season,rushing_yards_season,rushing_tds_season,receptions_season,targets_season,receiving_yards_season,receiving_tds_season,games_played,espn_player_id
DAL,FB,Hunter Luepke,40,3WR 1TE,ACT,73.0,236,North Dakota State,2,25.0,2000-02-28,2023,0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,4.0,17.0,1.0,4,4383396
DAL,RB,Miles Sanders,24,3WR 1TE,RES,71.0,211,Penn State,6,28.0,1997-05-01,2019,53,0.0,0.0,0.0,0.0,0.0,20.0,117.0,1.0,8.0,8.0,30.0,0.0,4,4045163
DEN,LDE,Zach Allen,99,Base 3-4 D,ACT,76.0,281,Boston College,6,28.0,1997-08-20,2019,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3915282
DEN,NT,D.J. Jones,93,Base 3-4 D,ACT,72.0,321,Mississippi; East Mississippi JC,8,30.0,1995-01-19,2017,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3894915
DEN,RDE,John Franklin-Myers,98,Base 3-4 D,ACT,76.0,288,Stephen F. Austin State,7,29.0,1996-09-26,2018,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3120464
DEN,WLB,Jonathon Cooper,0,Base 3-4 D,ACT,76.0,257,Ohio State,4,27.0,1998-01-08,2021,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4040608
DEN,LILB,Alex Singleton,49,Base 3-4 D,ACT,74.0,242,Montana State,10,32.0,1993-12-07,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2612151
DEN,RILB,Dre Greenlaw,57,Base 3-4 D,RES,72.0,225,Arkansas,6,28.0,1997-05-25,2019,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3916903
DEN,SLB,Nik Bonitto,15,Base 3-4 D,ACT,75.0,238,Oklahoma,3,26.0,1999-09-26,2022,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4360259
DEN,LCB,Pat Surtain II,2,Base 3-4 D,ACT,74.0,203,Alabama,4,25.0,2000-04-14,2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4372012
DEN,SS,Talanoa Hufanga,9,Base 3-4 D,ACT,72.0,215,USC,4,25.0,2000-02-01,2021,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4360853
DEN,FS,Brandon Jones,22,Base 3-4 D,ACT,73.0,205,Texas,5,27.0,1998-04-02,2020,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4039059
DEN,RCB,Riley Moss,21,Base 3-4 D,ACT,72.0,193,Iowa,2,25.0,2000-03-03,2023,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4382401
DEN,NB,Ja'Quan McMillian,29,Base 3-4 D,ACT,70.0,183,East Carolina,3,25.0,2000-06-04,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4567462
DEN,WR,Courtland Sutton,14,3WR 1TE,ACT,76.0,216,SMU,7,30.0,1995-10-10,2018,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40.0,382.0,3.0,6,3128429
DEN,LT,Garett Bolles,72,3WR 1TE,ACT,77.0,300,Utah; Snow,8,33.0,1992-05-27,2017,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4035662
DEN,LG,Ben Powers,74,3WR 1TE,RES,76.0,310,Oklahoma; Butler County JC,6,29.0,1996-10-29,2019,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4037650
DEN,C,Luke Wattenberg,60,3WR 1TE,ACT,77.0,300,Washington,3,28.0,1997-09-10,2022,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4039018
DEN,RG,Quinn Meinerz,77,3WR 1TE,ACT,75.0,320,Wisconsin-Whitewater,4,27.0,1998-11-15,2021,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4608138
DEN,RT,Mike McGlinchey,69,3WR 1TE,ACT,80.0,315,Notre Dame,7,30.0,1995-01-12,2018,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3052885
DEN,QB,Bo Nix,10,3WR 1TE,ACT,74.0,217,Oregon; Auburn,1,25.0,2000-02-25,2024,12,133.0,206.0,1277.0,9.0,4.0,33.0,124.0,1.0,0.0,0.0,0.0,0.0,6,4426338
DEN,TE,Evan Engram,1,3WR 1TE,ACT,75.0,240,Mississippi,8,31.0,1994-09-02,2017,23,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,17.0,25.0,137.0,1.0,5,3051876
DAL,RT,Terence Steele,78,3WR 1TE,ACT,78.0,310,Texas Tech,5,28.0,1997-06-04,2020,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3915834
DEN,RB,J.K. Dobbins,27,3WR 1TE,ACT,70.0,214,Ohio State,5,27.0,1998-12-17,2020,55,0.0,0.0,0.0,0.0,0.0,91.0,442.0,4.0,6.0,9.0,23.0,0.0,6,4241985
DAL,RG,Tyler Booker,52,3WR 1TE,ACT,76.0,325,Alabama,0,21.0,2004-04-12,2025,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4685263
DAL,LG,Tyler Smith,73,3WR 1TE,ACT,77.0,332,Tulsa,3,24.0,2001-04-03,2022,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4568652
CLE,NB,Cameron Mitchell,43,Base 4-3 D,DEV,71.0,195,Northwestern,2,24.0,2001-09-08,2023,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
CLE,WR,Jerry Jeudy,3,3WR 1TE,ACT,73.0,192,Alabama,5,26.0,1999-04-24,2020,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,48.0,240.0,0.0,6,4241463
CLE,LT,Dawand Jones,79,3WR 1TE,RES,80.0,374,Ohio State,2,24.0,2001-08-06,2023,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4427637
CLE,LG,Joel Bitonio,75,3WR 1TE,ACT,76.0,320,Nevada,11,34.0,1991-10-11,2014,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16740
CLE,C,Ethan Pocic,55,3WR 1TE,ACT,78.0,320,LSU,8,30.0,1995-08-05,2017,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3042738
CLE,RG,Wyatt Teller,77,3WR 1TE,ACT,76.0,315,Virginia Tech,7,31.0,1994-11-21,2018,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3045474
CLE,RT,Jack Conklin,78,3WR 1TE,ACT,78.0,308,Michigan State,9,31.0,1994-08-17,2016,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2979534
CLE,QB,Joe Flacco,16,3WR 1TE,ACT,78.0,245,Delaware; Pittsburgh,17,40.0,1985-01-16,2008,18,122.0,205.0,1034.0,4.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,5,
CLE,TE,David Njoku,85,3WR 1TE,ACT,76.0,246,Miami,8,29.0,1996-07-10,2017,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,36.0,223.0,1.0,6,3123076
CLE,RB,Jerome Ford,34,3WR 1TE,ACT,70.0,210,Cincinnati; Alabama,3,26.0,1999-09-12,2022,156,0.0,0.0,0.0,0.0,0.0,20.0,73.0,0.0,18.0,21.0,67.0,0.0,6,4372019
CLE,RB,Quinshon Judkins,10,3WR 1TE,ACT,72.0,219,Ohio State; Mississippi,0,22.0,2003-10-29,2025,36,0.0,0.0,0.0,0.0,0.0,84.0,383.0,2.0,9.0,12.0,62.0,0.0,5,4685702
DAL,LDE,Sam Williams,54,Base 4-3 D,ACT,76.0,265,Mississippi,3,26.0,1999-03-31,2022,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4567242
DAL,LDT,Kenny Clark,95,Base 4-3 D,ACT,75.0,314,UCLA,9,30.0,1995-10-04,2016,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3122752
DAL,RDT,Osa Odighizuwa,97,Base 4-3 D,ACT,74.0,280,UCLA,4,27.0,1998-08-13,2021,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4035840
DAL,RDE,Dante Fowler Jr.,13,Base 4-3 D,ACT,75.0,255,Florida,10,31.0,1994-08-03,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2980100
DAL,WLB,Damone Clark,18,Base 4-3 D,ACT,74.0,239,LSU,3,25.0,2000-06-28,2022,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4362636
DAL,MLB,Jack Sanborn,57,Base 4-3 D,ACT,74.0,232,Wisconsin,3,25.0,2000-07-29,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4372576
DAL,SLB,Kenneth Murray Jr.,59,Base 4-3 D,ACT,74.0,234,Oklahoma,5,27.0,1998-11-16,2020,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4241394
DAL,LCB,Kaiir Elam,20,Base 4-3 D,ACT,73.0,191,Florida,3,24.0,2001-05-05,2022,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4567399
DAL,SS,Donovan Wilson,6,Base 4-3 D,ACT,72.0,204,Texas A&M,6,30.0,1995-02-21,2019,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3122135
DAL,FS,Malik Hooker,28,Base 4-3 D,RES,73.0,212,Ohio State,8,29.0,1996-04-02,2017,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3121415
DAL,RCB,Trevon Diggs,7,Base 4-3 D,ACT,73.0,195,Alabama,5,27.0,1998-09-20,2020,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4040966
DAL,NB,DaRon Bland,26,Base 4-3 D,ACT,72.0,206,Fresno State,3,26.0,1999-07-12,2022,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4248911
DAL,WR,CeeDee Lamb,88,3WR 1TE,ACT,74.0,200,Oklahoma,5,26.0,1999-04-08,2020,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,222.0,0.0,2,4241389
DAL,LT,Tyler Guyton,60,3WR 1TE,ACT,79.0,322,Oklahoma; TCU,1,23.0,2002-06-11,2024,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4609048
DAL,C,Cooper Beebe,56,3WR 1TE,RES,76.0,335,Kansas State,1,24.0,2001-05-19,2024,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4426663
LAC,RG,Mekhi Becton,73,3WR 1TE,ACT,79.0,355,Louisville,5,26.0,1999-04-18,2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4240090
DEN,FB,Michael Burton,20,3WR 1TE,RES,71.0,240,Rutgers,10,33.0,1992-02-01,2015,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2515270
DET,LDE,Aidan Hutchinson,97,Base 4-3 D,ACT,79.0,265,Michigan,3,25.0,2000-08-09,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4372099
GB,SS,Evan Williams,33,Base 4-3 D,ACT,71.0,194,Oregon; Fresno State,1,24.0,2001-07-28,2024,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4428863
GB,FS,Xavier McKinney,29,Base 4-3 D,ACT,72.0,197,Alabama,5,26.0,1999-08-09,2020,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4241470
GB,RCB,Nate Hobbs,21,Base 4-3 D,ACT,73.0,195,Illinois,4,26.0,1999-06-24,2021,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4240542
GB,NB,Carrington Valentine,24,Base 4-3 D,ACT,72.0,194,Kentucky,2,24.0,2001-09-09,2023,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4430965
GB,WR,Jayden Reed,11,3WR 1TE,RES,71.0,190,Michigan State; Western Michigan,2,25.0,2000-04-28,2023,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,45.0,1.0,1,4362249
GB,LT,Rasheed Walker,63,3WR 1TE,ACT,78.0,325,Penn State,3,25.0,2000-02-13,2022,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4361429
GB,LG,Aaron Banks,65,3WR 1TE,ACT,77.0,330,Notre Dame,4,28.0,1997-09-03,2021,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4242390
GB,C,Elgton Jenkins,74,3WR 1TE,ACT,77.0,310,Mississippi State,6,30.0,1995-12-26,2019,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3115485
GB,RG,Sean Rhyan,75,3WR 1TE,ACT,77.0,320,UCLA,3,25.0,2000-09-15,2022,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4426411
GB,RT,Zach Tom,50,3WR 1TE,ACT,76.0,295,Wake Forest,3,26.0,1999-03-26,2022,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4240435
GB,QB,Jordan Love,10,3WR 1TE,ACT,76.0,220,Utah State,5,27.0,1998-11-02,2020,26,103.0,147.0,1259.0,9.0,2.0,20.0,88.0,0.0,0.0,0.0,0.0,0.0,5,4036378
GB,TE,Tucker Kraft,85,3WR 1TE,ACT,77.0,255,South Dakota State,2,25.0,2000-11-03,2023,78,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,18.0,22.0,268.0,3.0,5,4572680
GB,RB,Josh Jacobs,8,3WR 1TE,ACT,70.0,220,Alabama,6,27.0,1998-02-11,2019,24,0.0,0.0,0.0,0.0,0.0,98.0,359.0,6.0,15.0,19.0,176.0,0.0,5,4047365
GB,RB,Emanuel Wilson,23,3WR 1TE,ACT,71.0,220,Fort Valley State College,2,26.0,1999-05-08,2023,0,0.0,0.0,0.0,0.0,0.0,18.0,84.0,0.0,4.0,4.0,33.0,0.0,5,4887558
HOU,LDE,Will Anderson Jr.,51,Base 4-3 D,ACT,76.0,243,Alabama,2,24.0,2001-09-02,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4685724
HOU,LDT,Mario Edwards Jr.,97,Base 4-3 D,ACT,75.0,280,Florida State,10,31.0,1994-01-25,2015,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2969921
HOU,RDT,Sheldon Rankins,90,Base 4-3 D,ACT,74.0,305,Louisville,9,31.0,1994-04-02,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2970204
HOU,RDE,Danielle Hunter,55,Base 4-3 D,ACT,77.0,252,LSU,10,31.0,1994-10-29,2015,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2976560
HOU,WLB,Henry To'oTo'o,39,Base 4-3 D,ACT,74.0,228,Alabama; Tennessee,2,24.0,2001-01-05,2023,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4426350
HOU,MLB,Azeez Al-Shaair,0,Base 4-3 D,ACT,74.0,228,Florida Atlantic,6,28.0,1997-08-04,2019,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3919117
HOU,SLB,Christian Harris,48,Base 4-3 D,ACT,74.0,232,Alabama,3,24.0,2001-01-16,2022,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4567099
HOU,LCB,Derek Stingley Jr.,24,Base 4-3 D,ACT,73.0,195,LSU,3,24.0,2001-06-20,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4426434
HOU,SS,Calen Bullock,2,Base 4-3 D,ACT,75.0,190,USC,1,22.0,2003-04-30,2024,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4431517
HOU,FS,C.J. Gardner-Johnson,0,Base 4-3 D,,,0,,0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,
HOU,RCB,Kamari Lassiter,4,Base 4-3 D,ACT,72.0,180,Georgia,1,22.0,2003-01-23,2024,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4602699
GB,LCB,Keisean Nixon,25,Base 4-3 D,ACT,70.0,200,South Carolina,6,28.0,1997-06-22,2019,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4259493
DEN,RB,RJ Harvey,12,3WR 1TE,ACT,69.0,205,UCF; Virginia,0,24.0,2001-02-04,2025,60,0.0,0.0,0.0,0.0,0.0,33.0,154.0,0.0,16.0,18.0,108.0,1.0,6,4568490
GB,SLB,Isaiah McDuffie,58,Base 4-3 D,ACT,73.0,224,Boston College,4,26.0,1999-07-21,2021,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4239947
GB,WLB,Edgerrin Cooper,56,Base 4-3 D,ACT,74.0,225,Texas A&M,1,24.0,2001-11-17,2024,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4430438
DET,LDT,Tyleik Williams,91,Base 4-3 D,ACT,75.0,328,Ohio State,0,22.0,2003-02-24,2025,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4431615
DET,RDT,DJ Reader,98,Base 4-3 D,ACT,75.0,330,Clemson,9,31.0,1994-07-01,2016,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2977670
DET,RDE,Marcus Davenport,92,Base 4-3 D,RES,78.0,285,Texas-San Antonio,7,29.0,1996-09-04,2018,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3124058
DET,WLB,Alex Anzalone,34,Base 4-3 D,ACT,75.0,234,Florida,8,31.0,1994-09-22,2017,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3043107
DET,MLB,Jack Campbell,46,Base 4-3 D,ACT,77.0,243,Iowa,2,25.0,2000-08-22,2023,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4569465
DET,SLB,Derrick Barnes,55,Base 4-3 D,ACT,72.0,240,Purdue,4,26.0,1999-05-29,2021,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4260409
DET,LCB,Terrion Arnold,6,Base 4-3 D,ACT,72.0,196,Alabama,1,22.0,2003-03-22,2024,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4592837
DET,SS,Brian Branch,32,Base 4-3 D,RES,72.0,203,Alabama,2,24.0,2001-10-22,2023,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4692025
DET,FS,Kerby Joseph,31,Base 4-3 D,ACT,72.0,210,Illinois,3,25.0,2000-11-14,2022,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4360383
DET,RCB,D.J. Reed,4,Base 4-3 D,RES,69.0,188,Kansas State; Cerritos College; Fresno State,7,29.0,1996-11-11,2018,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3139387
DET,NB,Amik Robertson,21,Base 4-3 D,ACT,69.0,183,Louisiana Tech,5,27.0,1998-07-06,2020,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4239694
DET,WR,Amon-Ra St. Brown,14,3WR 1TE,ACT,72.0,202,USC,4,26.0,1999-10-24,2021,112,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,44.0,51.0,452.0,6.0,6,4374302
DET,LT,Taylor Decker,68,3WR 1TE,ACT,79.0,324,Ohio State,9,32.0,1993-08-23,2016,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2976292
DET,LG,Christian Mahogany,73,3WR 1TE,ACT,75.0,327,Boston College,1,25.0,2000-10-11,2024,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4427864
DET,C,Graham Glasgow,60,3WR 1TE,ACT,78.0,315,Michigan,9,33.0,1992-08-19,2016,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2576245
DET,RG,Tate Ratledge,69,3WR 1TE,ACT,78.0,315,Georgia,0,24.0,2001-04-26,2025,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4429035
DET,RT,Penei Sewell,58,3WR 1TE,ACT,77.0,335,Oregon,4,25.0,2000-10-09,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4373825
DET,QB,Jared Goff,16,3WR 1TE,ACT,76.0,217,California,9,31.0,1994-10-14,2016,1,132.0,174.0,1390.0,14.0,2.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,6,3046779
DET,TE,Sam LaPorta,87,3WR 1TE,ACT,75.0,249,Iowa,2,24.0,2001-01-12,2023,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,33.0,324.0,2.0,6,4430027
DET,RB,Jahmyr Gibbs,0,3WR 1TE,ACT,69.0,200,Alabama; Georgia Tech,2,23.0,2002-03-20,2023,12,0.0,0.0,0.0,0.0,0.0,87.0,390.0,4.0,23.0,25.0,112.0,1.0,6,4429795
DET,RB,David Montgomery,5,3WR 1TE,ACT,71.0,230,Iowa State,6,28.0,1997-06-07,2019,73,1.0,1.0,3.0,1.0,0.0,65.0,334.0,4.0,9.0,10.0,78.0,0.0,6,4035538
GB,LDE,Rashan Gary,52,Base 4-3 D,ACT,77.0,277,Michigan,6,28.0,1997-12-03,2019,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4046523
GB,LDT,Colby Wooden,96,Base 4-3 D,ACT,76.0,284,Auburn,2,25.0,2000-12-21,2023,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4567224
GB,RDT,Devonte Wyatt,95,Base 4-3 D,ACT,75.0,315,Georgia,3,27.0,1998-03-31,2022,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4361791
GB,RDE,Micah Parsons,1,Base 4-3 D,ACT,75.0,245,Penn State,4,26.0,1999-05-26,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4361423
GB,MLB,Quay Walker,7,Base 4-3 D,ACT,76.0,240,Georgia,3,25.0,2000-05-08,2022,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4379416
LAC,RT,Trey Pipkins III,79,3WR 1TE,ACT,78.0,307,Sioux Falls,6,29.0,1996-09-05,2019,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4411189
LAC,QB,Justin Herbert,10,3WR 1TE,ACT,78.0,237,Oregon,5,27.0,1998-03-10,2020,6,146.0,216.0,1493.0,10.0,4.0,24.0,155.0,0.0,0.0,0.0,0.0,0.0,6,4038941
LAC,TE,Will Dissly,89,3WR 1TE,ACT,76.0,267,Washington,7,29.0,1996-07-08,2018,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,43.0,0.0,3,3127292
NYJ,LCB,Sauce Gardner,1,Base 4-3 D,ACT,75.0,200,Cincinnati,3,25.0,2000-08-31,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4427250
NYJ,SS,Tony Adams,22,Base 4-3 D,ACT,71.0,205,Illinois,3,26.0,1999-01-24,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4240532
NYJ,FS,Andre Cisco,8,Base 4-3 D,ACT,72.0,210,Syracuse,4,25.0,2000-03-23,2021,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4361939
NYJ,RCB,Brandon Stephens,21,Base 4-3 D,ACT,73.0,215,SMU; UCLA,4,28.0,1997-12-29,2021,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4035824
NYJ,NB,Michael Carter II,30,Base 4-3 D,ACT,70.0,190,Duke,4,26.0,1999-03-08,2021,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4240456
NYJ,WR,Garrett Wilson,5,3WR 1TE,ACT,72.0,183,Ohio State,3,25.0,2000-07-22,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,56.0,395.0,4.0,6,4569618
NYJ,LT,Olu Fashanu,74,3WR 1TE,ACT,78.0,312,Penn State,1,23.0,2002-12-09,2024,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4431809
